P31213
Q96AY3
B2CW77
Q8IYM1
Q16134
P14672
P22674
Q8WYQ3
Q92997
Q9ULK5
Q15726
Q9P0J1
Q9P2R7
Q9NUQ7
Q96T52
O60806
O60826
O60229
Q6ISB3
O94830
Q9UJQ4
Q9BUN5
P08493
Q9Y6H8
Q8IZC6
A0PJY2
P56377
P24311
P57076
Q9GZN7
Q96RN1
Q8WYP3
Q15058
Q8WXI3
P29992
Q9GZS0
Q8NES3
Q9BXB7
P35638
P15538
P07510
P11230
P53597
P28069
O60610
Q92847
Q9ULT0
P23409
Q9BW83
Q8IXS2
Q8N9W5
P01229
Q9HA77
Q9HC78
O76082
Q14028
Q9NVC6
P50454
Q92508
P40939
Q09428
P35453
Q969Q4
Q8N0V5
O43933
P15502
P51451
O14979
Q9NWW5
Q9BU61
P27539
P16389
O43837
Q13461
Q9H6L5
P80365
Q8TDN2
Q86YV9
Q9BVV6
P29400
O60721
P05160
P21912
Q9NR63
Q16394
P31276
Q96GP6
A6NCS4
O14874
P53701
P35237
Q9NX62
Q9NZ71
Q99807
O00165
Q86Y39
P07585
Q9UHF7
Q9P2W1
Q96RY7
Q04743
Q9NSK7
Q8IXL7
Q969F9
Q9Y5U9
Q9Y6L6
Q6XR72
Q9BXL6
Q70HW3
P11678
Q99650
Q96NT0
P35241
Q8N490
Q8N196
Q9Y6X9
P26439
Q9HCE0
Q8N1G0
P03897
Q5NDL2
Q9H2M9
Q9P2Q2
Q9Y672
O75204
Q86SG6
Q14563
Q8TA86
P23942
Q9UJ98
Q6UB99
P02538
Q15041
P17813
P05783
Q9UPI3
O75914
P18850
Q8TE73
Q15042
O95876
Q9UGM3
Q9BUB7
Q0ZGT2
P18507
P53672
Q96HD1
P43080
Q9UHC6
P78363
O95436
O95342
P19013
Q8NE79
Q06413
O95622
Q96RT7
Q9NYQ6
Q9BYT1
Q4AC94
Q11203
Q9Y5U8
Q3SXY7
Q9H2P0
Q9Y2D2
Q5ST30
Q156A1
Q8WU66
Q8TAA9
P15391
P20916
P68032
Q13510
O43623
Q10713
Q32MQ0
P0CG37
Q5JU85
P19087
Q92989
Q6PD74
Q8N9N2
Q9UI33
Q8NEP3
Q8WXG9
Q9NQ11
Q969G3
P18089
P04066
Q9BWT1
P51843
Q9Y6A1
Q96JX3
Q8WWY8
Q86SQ4
A1A4Y4
O95237
Q07890
P01185
O15360
O60840
Q8N2S1
Q9HBG4
P78367
Q9NQH7
Q9HAV0
P57727
Q8TB36
Q9C0K1
O75165
P13535
Q13562
Q7RTS9
Q6RI45
Q96P66
Q9UFE4
Q8TE85
Q99732
O95972
P28340
P51159
P11055
P61266
Q13950
Q4G0N4
Q9NST1
Q6ZVD7
Q69YN2
Q9BQP7
Q53H12
O60568
Q9UHC1
Q7Z6J9
P48167
O95427
Q9Y6R1
P14138
Q00577
Q2TAA5
Q96FC9
O95467
O43167
Q92581
Q86YH6
Q9BQB6
Q8N427
Q00LT1
Q7Z7G8
Q86XX4
Q6UY14
P35575
P50148
P54803
Q03112
Q6ZRI0
Q8NCR0
Q9HAC7
Q63HN8
Q9NVR5
P16930
P25067
O60353
Q03395
Q8N4T0
Q8TCY5
Q8TF17
Q01955
P43003
Q9H3S5
P32243
P10916
Q96RP9
Q13753
Q13117
Q9UBY8
Q13361
O60282
Q9H4Z2
Q8TCJ2
P03886
Q96N67
Q9BXM7
O14926
P63252
P0DI81
Q27J81
P25101
Q9Y283
Q9H2D6
Q08J23
Q13956
Q9ULK4
Q86UK0
P13942
P31146
P03891
P49798
Q8N2C7
O43299
Q13415
P22309
O43502
Q8N138
Q7RTW8
Q9HCG7
Q9H082
Q6Y288
Q9NWF9
Q9H9C1
Q96LK0
P03901
O95450
Q15147
O75352
Q9BQ52
Q13488
Q9P032
O75161
P29120
Q9NTN3
P50221
Q8WZ04
Q8N119
O96011
Q96EY9
Q7Z3S7
Q562E7
Q6PGP7
Q9UGP8
Q9Y2Q5
O15303
P39210
O14901
P05997
Q9Y5Y0
P37058
Q9Y5P6
Q99798
Q9H0U3
Q86UC2
Q8IUG5
P12074
Q05469
Q13683
Q9BXC9
Q5K651
Q9H3H5
Q96BI1
Q93100
O60220
Q02962
Q01453
Q8NEL9
Q8N183
Q9H6K4
Q93074
Q9NQV8
Q8NBT0
Q969E8
Q16518
Q6X4W1
P57796
P04114
Q9UJA3
Q9NP73
Q8NI17
Q9NQ40
Q5XUX0
Q9HCC0
P22695
Q96JP9
Q9HAY6
P62633
Q12805
P22466
Q6Y7W6
P03971
O95140
O15040
O60890
Q14692
P35749
Q9NPE3
Q5QGS0
Q8N8E2
Q9UP83
Q9UP52
P15586
Q9NW15
Q9ULD2
Q8NAT1
P29371
Q9NQ66
P15976
Q6UXH0
Q8NCE2
Q68DK2
P56693
P13866
Q5H9S7
P02489
Q9UQ13
A2PYH4
Q01726
Q86YR7
Q13751
P78508
Q6KF10
P48668
Q86XL3
Q5SQQ9
Q00005
Q9HCR9
Q16671
P28288
Q99542
Q9UPM8
Q96KG7
Q6ZSZ6
O43790
P41732
P41227
Q9Y4D2
P01148
Q92781
P98194
Q9BYB0
P29973
P55291
P78381
Q9NXR1
P51798
Q8NFM7
P22460
Q695T7
Q86XA0
A1X283
P50219
Q9BRT2
Q8WYR4
Q9NYJ7
Q9NP59
P10070
P48651
Q96DW6
P24386
Q14435
P07202
O75445
P10745
Q96MS0
Q8N205
P27544
Q8TDI8
P57679
Q96EK5
P52429
Q9NSC2
Q8NEA6
Q9C0F0
Q12988
P31270
P49281
Q8NEV4
Q6UVJ0
Q9NSU2
O75197
P28328
Q9UQB9
P39656
Q6JEL2
P82251
Q8WVS4
Q9P219
P11487
Q8WWQ2
O60762
Q9H5K3
Q99592
Q9Y463
Q6UWE0
O75462
Q8NCK7
Q9HC10
P50539
Q12934
Q9BXN2
O00400
Q9NP70
Q9HC29
Q9UNE0
Q9Y462
Q9NR90
Q8N8U9
O95859
Q96SF7
Q8TE56
O43593
P14222
P84996
Q9Y6W8
Q9UPV0
P04196
Q15319
Q9Y5Y9
P23229
Q9UJJ9
P51816
Q9UI09
P34949
P58012
O00142
Q8TAB3
Q96C12
O15528
Q8WXU2
P48165
P26842
Q13702
Q9BXJ7
Q9Y3A0
P55084
Q9Y5C1
O14672
P51168
P43251
Q07837
Q6P1N0
P32004
Q8WXI9
Q96T21
Q9Y4Z2
Q86X19
Q7Z4N2
Q9UBD9
Q13495
Q969X6
Q8N5M1
Q8NBL1
Q8TDD2
Q9NU63
P48764
Q00325
Q13315
P23378
P28360
P03915
Q8TAP9
Q9UKX2
P43007
Q9H6U8
Q9H799
Q3ZCN5
O15269
Q8IW40
Q96NR3
P24557
O15553
P32245
P14854
Q9Y6C5
Q7KZN9
Q8WXH2
Q08426
O60292
Q09470
Q96BA8
O14647
Q8N2K0
Q8IZT6
P28330
Q4J6C6
Q8TB37
Q86W42
Q8N9F0
O14521
Q5JPH6
Q96MT3
Q96CG8
P55771
Q49MI3
Q92878
O43462
P12036
Q8WVX9
Q9BRI3
Q5T160
Q8IXJ9
Q8NEV8
Q8TD16
Q5U5X0
Q9BYV8
Q8NHS3
Q96P31
Q9NUN5
P45378
Q6EMB2
P54259
Q9NRM1
Q6P5W5
P49639
P33897
P48506
Q9H1X1
Q5T2R2
P14314
Q9UNP4
Q9HBG6
Q13443
Q8N130
O14640
P51810
P58304
Q7Z3Z2
Q6QHK4
Q16821
P56539
Q02846
Q9BV10
Q96GX1
Q8IVM0
P12109
O75916
O60443
P51571
P78382
Q96D53
P53621
P53708
Q7Z412
Q9NSB8
Q5TEU4
O75339
Q5VV42
Q6P1M0
Q9Y2V3
Q86X45
Q71F56
Q9Y5Z9
Q14765
P11150
Q92481
Q99519
Q9NX24
O43497
Q8IV20
Q8TE60
O43929
Q9BZE0
P46019
P42898
O75061
O15484
P16452
Q7LGC8
O94905
Q15067
Q8IVB4
Q07973
Q9GZX3
P47804
O75665
Q9BVA1
P49918
Q9UM01
Q92560
P21281
Q8NF50
P48643
Q9NX14
Q14331
Q16586
Q8IWX7
Q8TC44
Q04844
Q9HC07
Q9Y653
A6NNB3
Q13635
O15554
Q9Y2I7
P38435
Q8N511
Q9NSV4
Q9Y587
Q7RTY0
Q8WVP7
Q6ZS82
Q9NP91
O15120
P22612
O75712
Q9Y252
Q9BU40
Q9UDR5
Q8IYU2
Q9NS15
P21757
Q2KHT3
Q96L58
P54821
Q9UJU5
P78357
Q04695
P36382
Q15526
Q96MW5
Q9NXB0
P50443
Q7RTP0
Q6ZSM3
Q9NQZ3
Q9H4B7
O95677
P83436
Q9BTV4
A7XYQ1
O95076
Q9UBC1
B2RXF5
P49411
P49454
Q5T442
Q96EX3
Q7RTU9
Q9NQ48
B7U540
Q14571
Q8NDB2
Q9H091
Q8WV28
P30968
Q9H4L7
O14649
O14802
Q7RTS3
Q6PIJ6
Q96G97
Q9NUD9
Q7Z403
Q8NI36
Q6ZNJ1
P42704
Q6V0I7
O43826
P26006
O43556
Q9Y2V0
O95248
Q8TDJ6
P51690
Q5VIR6
O43520
O75140
Q13286
Q5T2S8
P13805
Q8IVS8
Q5T440
Q9UQD0
Q6ZW61
P25063
P51801
Q9NRD8
Q9H267
P05549
O95602
Q13428
Q13258
Q5JUK3
Q15437
Q9GZX7
O96015
P40200
P35716
Q99758
Q96DA6
Q5SZK8
O95394
P14679
Q96I59
Q8WTS1
P05166
O75306
Q8IZF0
P08247
O95947
Q8IY17
P08F94
Q96EN8
Q92570
Q9H0V9
P46020
P37287
O76024
Q9H324
Q96Q05
O75027
Q9UKN7
A2IDD5
Q01718
Q12882
Q8NB91
Q15699
P43034
Q8WUU5
Q16270
P04259
Q9Y2S0
Q13061
Q96AG3
P43657
Q330K2
O15013
Q9NTQ9
Q96K19
P49247
Q9H5Y7
P0C0E4
Q96KG9
Q8NCE0
Q96A29
Q15517
Q16635
Q8IYF3
Q9H553
Q8NFF2
Q14767
O43320
Q8N1B3
Q99684
Q9BYJ1
Q9UQE7
P06753
P41221
Q9BXR6
P11168
Q9NYF0
Q6UXH8
P30301
Q9Y2Y6
O75443
P03928
Q8IV16
Q07864
Q5JTJ3
Q9Y4X0
Q9Y616
P55157
Q9UMD9
P49590
Q17R60
Q02318
P01266
Q9HD34
Q8TF64
Q969F8
Q18PE1
Q8NA29
Q9Y3D3
Q6NUT2
Q9HBZ2
Q8WYB5
P55268
P25705
Q6P4A7
Q9Y625
Q13402
P15259
Q99698
Q92597
Q9NSE4
P33076
Q9UL17
P35908
P15863
A6NHR9
Q96FM1
P04000
Q9H2X9
Q13057
P08908
P14867
P23763
Q8WU17
O75718
O00292
Q96FG2
P58418
Q9H3S1
P57059
Q9UL12
Q7Z3V4
O95932
Q9NTI2
Q9BR39
Q9H1B5
O60258
Q9HAB3
O43306
Q9BZ71
O95136
Q9NPB3
Q9NZR4
Q8N8W4
Q9UMX9
Q7Z4L5
Q7Z7M0
Q9UJY1
Q86WC4
Q13621
Q32P28
P08697
Q7Z7B1
Q14003
Q9NZB8
Q5VXI9
P08590
P23975
P07942
O00203
Q13608
Q9Y397
Q9H4G0
O15287
O75907
Q9UKA2
P49810
Q9C040
Q9H015
P41225
Q9UPX8
Q15049
Q969G2
Q8NBS3
P09493
Q7L5A8
Q6PRD1
O95475
Q6NUS6
Q96MV8
Q96AA3
Q5JVL4
O95954
O14949
Q9UJ90
Q9NR23
Q14031
O75054
P08779
O60931
Q16363
Q96M96
P53007
Q13316
Q7Z6L0
P0C7Q2
Q5T890
P35498
Q6NXR4
P50993
Q9NY65
Q00973
P40879
Q9Y5Q3
Q9UL45
Q9NRW7
Q9HC21
Q9UPQ8
Q9UBX5
Q86Y38
O75342
Q8IWY9
Q9H808
Q9NZ94
Q15392
P52945
Q86WW8
Q8IUZ5
P03999
Q9Y6N6
Q56NI9
P38405
Q7Z418
Q8WVJ9
O60706
Q9NPI0
Q9NQG7
Q8WZ55
Q32P41
Q6ZUT3
O95500
Q17RF5
Q14574
Q86SJ6
O60741
Q86TC9
Q4KMQ1
O75096
Q9BRK0
Q9NRZ9
Q9H2F3
Q96Q42
P13807
Q9H061
O95255
O95613
Q93063
Q9BT22
Q92908
P39877
Q9P267
A8MTZ0
Q92685
Q7Z392
P20810
P55316
P35218
Q9NW13
P48048
Q96QT4
Q02094
Q6P1J9
O14662
Q8IVV2
P31040
O60488
P25391
Q9H237
Q8IXL6
Q9Y664
Q86WG3
Q9Y4F9
Q92629
Q9NZC2
Q9BUM1
Q92539
Q9NS56
P08574
O94898
Q9UBX2
Q9NQX1
Q8IWZ6
Q9GZU5
Q9UPZ9
Q9H9S5
O60243
Q969Y2
O75251
Q9UBR4
Q99996
O15266
P57775
Q96PZ2
Q8NET8
Q8TAX7
Q13724
O43542
Q6T4R5
Q8N6F1
Q9C0A6
P49238
Q16585
Q9UI10
Q15031
P00395
P17600
Q75NE6
Q8NDX2
Q9HCJ5
O95461
B0YJ81
Q9BXW9
P56730
Q15915
P56705
Q96RW7
Q9H5I5
P49585
Q6P4I2
Q86UK5
Q8NFJ6
Q07699
Q3B7T3
P53420
Q14432
P82650
Q9Y458
Q92988
O15228
Q96MP8
Q6DD88
Q8N6C5
Q9BZH6
Q13424
Q53R12
P35913
Q2M2Z5
P00156
Q12965
P49770
O95817
Q96HY7
O60240
Q9UI46
O43181
O75558
Q15327
Q6QNY0
Q4G0X9
Q86SG3
Q8NEZ3
Q6XZB0
Q96KJ9
Q8NAC3
Q9NRI5
Q9H845
Q9H902
B1AK53
Q92902
P50747
Q12946
P31150
Q9Y487
P43005
Q16610
P06858
O15353
Q96DP5
Q9NVI1
P05813
Q96GW9
O94827
Q9Y281
Q8WWZ3
Q86VV8
Q14CZ8
Q92994
Q9NVH6
Q5TD94
Q4KMQ2
Q9Y6H1
O15541
O60662
Q9H6L2
O95678
Q9UHW9
P14927
P51692
O60313
Q9H4F8
P78329
Q6VVB1
Q14643
P20794
O75635
O15055
Q8IWL1
Q8NFJ9
Q2YD98
Q68CP4
P31639
P62736
O43772
Q8TAM2
P35711
Q8TAD8
P49715
Q5T481
Q9HB58
Q9NP85
O75881
Q96C36
Q96DX4
P48029
O60683
O43490
P07951
P22310
A2RRP1
O75838
Q96P56
P68366
Q9UEF7
Q969N2
Q9UBM7
Q15928
Q92851
Q9BXS0
O60832
Q8N9I0
Q96IS3
Q92750
Q03519
P40238
P49459
P21439
Q92968
Q96HP0
Q9GZT5
Q8NCH0
Q9Y210
Q9P2K8
P03923
Q9Y2B2
Q9H173
P13533
O75603
Q9UG01
Q8TAF8
Q96SN8
O43734
Q86TH1
Q9BZG8
Q6DKK2
Q9NRM0
Q96DA2
O60938
Q02809
Q15643
P00414
P13646
P35713
Q92734
Q9GZR5
Q2M1Z3
Q9NZD8
Q9H078
P98174
Q7Z3Z0
Q8IXK2
Q9Y698
Q03135
Q96JM3
P56715
Q15842
Q2WEN9
Q9NX18
P84074
Q16822
Q3B820
Q9NVV0
P07099
Q08289
C9JR72
Q6VY07
O95180
A6NNN8
Q9NW08
P31513
Q5JTZ9
P21731
Q92949
Q9Y250
O14764
Q07617
Q9Y234
P57078
Q9ULC3
Q96C11
P12034
O00469
Q8TAM1
P21817
Q9UBL9
Q8IYB7
P0CW18
Q8J025
Q02556
Q9Y586
P42701
P51178
P51170
Q9Y2Z9
P16499
P35556
Q14721
O00116
O60928
O43541
Q53GS7
Q9P021
Q14520
O95409
Q5SV17
O14791
Q9NRG9
Q96Q07
O14678
Q96MT8
Q9NYP7
Q16787
P61313
P16615
Q3SY84
Q96MK3
Q8IZY2
P11161
Q9Y244
Q9BQL6
O75845
Q9H0U9
Q96M91
Q99715
Q92954
P05787
P78424
Q8IU68
P13637
P21918
P10914
Q8TBB6
P53680
Q9NPC6
Q13233
Q8NEZ2
Q96RK4
Q9Y276
Q9UGJ0
O60303
P55916
Q13422
Q6SJ93
Q99643
Q9UM00
O60663
Q9H9D4
O95672
Q9P0J0
Q9H936
Q9GZV3
Q8N5M9
P48547
Q15198
Q2MV58
P04350
Q5HYA8
Q3SXY8
Q1MSJ5
P09471
Q15477
Q96RR1
Q9Y345
Q12768
O15146
P10644
Q9NRA2
Q02388
O15078
P08243
Q8N4S9
Q9Y484
Q9BPU9
Q0VAK6
Q86Y56
Q12908
Q01959
Q15800
Q8WTW3
O14983
Q9NUM4
Q9H1P3
P12235
P23769
Q9BVK2
P17661
Q02252
Q5TAB7
A8MXD5
Q8TCU4
P04628
Q8WYR1
Q9BZV3
O43316
P17643
P04080
P30531
Q8N653
P98172
Q7Z449
Q9H3U7
Q9Y5I7
P49815
O60779
Q14654
Q9UBR1
P14136
Q96DT5
O14813
Q15125
P28358
Q5T1H1
Q92622
Q6ZMH5
P49335
Q9H2D1
Q8IXV7
Q9Y592
Q8NB90
Q29963
Q6ZRS2
Q4G176
Q9HAT2
Q709C8
P60852
Q6NXT6
P12644
Q6Q788
P23759
Q6NZI2
P43243
Q2NKJ3
O00744
Q5TGY3
Q6XUX3
Q9BXN1
P51811
Q9UPM9
Q9H3J6
P56381
Q96NR8
P18846
Q8IWN7
O75072
P10253
Q9NP08
Q04671
Q13609
Q9HC23
Q5H8C1
Q9BX84
P28331
Q6ZRV2
Q99453
P22304
P08183
P35858
Q9UHP9
O60934
P54851
O00754
P56703
O94777
Q9UHJ9
Q7Z5J4
Q9BW92
Q99502
Q86U28
P20594
O14841
Q9NR61
P12035
Q07001
O43548
P15313
Q12948
Q9BSV6
O00628
Q9UL68
O60879
O43379
P35527
Q6W5P4
Q08357
Q70J99
P42356
Q0D2K0
A6NFK2
P48544
P78337
P42263
O43272
Q9BUR4
Q75V66
O00468
Q9ULV5
Q96H96
Q5T6L9
P51508
O00507
P22557
Q2M389
Q9H1C4
Q96L12
Q14626
P35499
Q8IUD6
P38571
Q9NR99
Q6PJF5
Q6ZWL3
Q9H0Q3
O75364
Q9NP81
O95452
Q8N4C6
O95343
Q9ULP9
P24530
Q9H6B4
Q8IWL2
Q9Y5Y5
Q8NI27
Q14738
Q9Y3D7
O95995
P17861
Q9H270
Q8TEQ8
P07196
Q96EV8
Q99622
P23490
Q96QS3
O43511
O75503
O95455
Q9UL01
Q92915
Q02413
Q9H8P0
P15918
P23786
Q14683
Q9Y619
Q9H488
O60393
Q9BV36
O95389
Q75T13
Q96Q45
P50548
O75648
Q96M11
P35523
Q99217
Q9P273
Q96IJ6
O75444
Q5VTD9
Q9NWF4
Q9NWS8
Q9NP80
O95263
O15232
Q13507
Q9BTA9
P80404
Q9BY79
Q495M3
Q6V0L0
Q96NL8
P78527
Q9P0N5
Q587J8
Q6UW78
Q92562
P55017
Q8N465
P22888
Q14982
Q7RTS7
Q9Y238
Q93008
Q8HWS3
Q86SQ9
Q13535
O75298
Q70YC4
O15178
Q15051
P13611
Q9Y287
P42357
Q9Y2V7
Q13326
Q96AD5
Q8NG48
Q9UET6
P10523
Q9UKY4
O75360
Q16653
O14896
P12107
Q14678
P30613
Q9NXR8
P08842
P02768
P02766
Q9P2J5
Q9P212
Q13642
Q02127
P48551
O75398
P37088
O43914
O43918
Q6PHW0
P09001
P38117
Q7LDG7
P17900
Q9BXL7
Q9NPI8
P04179
Q4G0P3
Q14790
P11413
Q13568
Q13563
O00206
P35609
O43597
P40692
P01040
P09693
Q9Y4J8
P42224
Q9UNA1
P50851
P11597
P19367
P50336
Q5S007
Q03164
P55789
Q9BYW2
Q9C000
Q9C004
P10826
P08686
Q96QU1
P54252
P54253
P14678
Q99593
Q00604
P15104
P11912
P17612
P15924
Q8IWV7
Q16625
Q16620
Q16637
Q2M1P5
P49902
Q53FT3
P08118
P07357
P07359
P07358
P06400
P38919
P30084
P52333
P07437
Q86XR8
P49917
Q9UNE7
Q00975
P11498
Q06787
O00287
O00429
Q14160
P63165
Q96P20
P43320
P53634
P16157
Q16854
P20585
P49773
O15527
O15520
O95630
Q9BZ23
P51460
Q9BPX6
P08603
P18054
P17787
P00451
P00450
P03372
Q92990
O14593
P61626
Q12797
Q12794
Q12791
P51587
P49638
Q15223
Q03393
Q9Y243
P30556
Q9Y6J6
Q96PN6
P07949
Q15306
Q15303
Q8TCS8
Q13093
Q9BQS8
P36871
Q16740
P37837
P08254
P08253
Q96Q11
P27169
P22105
P00439
P15848
P31415
P04234
P01344
Q99757
Q8WXD0
Q9H0P0
Q6UWZ7
Q15116
P26367
Q96DU7
P48382
Q6ZYL4
Q9UM54
Q9Y5Y6
P22735
Q8NBP7
P61769
P07686
O96007
P54136
P54132
Q03468
Q7Z4W1
P56192
Q5JTC6
P20292
P26440
Q9NUW8
Q53S33
P01106
P07911
P00558
Q13873
P02730
Q9UJS0
O00139
Q9UMS0
O94906
P15428
Q14749
O95259
Q13825
Q14118
Q04771
P32929
P32927
P10600
Q9NZJ4
Q9NZJ5
P01031
P08514
Q99062
O14920
Q9UHX1
P01857
Q9UBN7
P28329
O15111
P01042
Q03154
P16471
P16473
Q13618
Q13614
Q96EY8
Q9UM47
P55809
P08069
P22223
O75694
O75695
Q86WV6
P02792
P02794
O95571
Q14865
P10636
P09622
P15289
Q96F86
Q92947
Q99972
O43172
O43175
Q14050
Q8IWU9
P11166
P27986
Q9UKU7
P51572
Q9H6I2
Q9UBC3
P02458
P02452
Q9HCN6
O60674
Q15678
Q15672
Q15582
Q15583
Q86U86
P19835
P19838
P12111
Q6PI48
P51812
Q9H9E3
P46783
P43897
P20823
Q68CZ1
P42858
Q9H0F7
P47989
Q9UBF9
Q9UQF2
P01579
Q04721
Q13285
Q16828
Q16827
P49747
P49748
Q15427
Q13705
P30566
P35462
P23945
P06276
P42336
Q02246
Q96PD4
O14793
Q9Y5N6
P40225
Q8IYW5
Q13126
Q13127
O75569
P48788
Q16678
P51608
P49959
Q9UKM7
O43435
Q9UM73
Q15475
P09486
Q9UPP1
Q7Z3K3
Q8N5K1
O00189
O00187
P14923
O00459
O15357
Q99836
Q15822
P50053
Q9NW38
P16278
Q01844
Q08499
P37840
Q9Y4U1
Q7LG56
O43572
O43570
P31994
P07204
Q9UQN3
P05112
Q14315
Q8N960
Q92796
Q92794
Q92793
P62847
Q9NYL2
P19971
P26998
P78504
Q01196
P12830
P26358
O75643
P00747
Q9H2C0
Q9C0B1
P05093
O95831
P54819
Q01668
P62070
P98170
P00746
P00740
P00742
P00749
P00748
P46976
Q96BZ9
Q8NG31
Q13620
P51570
P51687
P51688
O43707
P23510
Q9BUL8
P10643
Q13586
Q86XE5
P08758
P08754
P01189
P05305
Q96PC3
O75844
O60343
Q9Y6Y1
Q9H251
O60341
O15020
Q12809
P41229
Q13049
Q13043
Q99250
P48357
Q9NPC2
Q99259
Q02643
P21397
P11473
Q96PX8
P49588
Q676U5
P41235
O75147
Q9UBV7
P31751
P15814
O60566
O60565
Q9P0N9
Q02487
Q16281
Q14108
O15259
Q9UK17
Q92834
Q92838
P10912
P21675
P60891
P16422
Q01968
Q06609
P49792
O60602
Q9Y2U8
P04839
Q9BYM8
P05019
P08865
P43235
P38398
P02746
P02745
P02748
Q15746
P40855
P12755
Q03431
O14746
P50402
Q3T906
O00522
Q05823
P56915
Q6ZVN8
P07992
P07333
P07339
Q9UJV3
Q9UJV9
P04792
Q9UMX1
P02462
P02461
P04150
P04156
Q05516
O95718
O95714
P29317
Q9UIF7
P36507
P22455
Q9Y2R2
Q96S42
P00338
O15247
O14958
Q9GZV9
O60260
Q9H1K1
Q5T1V6
O43464
P62304
Q9NR56
P49711
P13645
P13647
P20062
Q9NWZ3
Q96QK1
P54278
P00167
P19634
Q9Y5K6
Q9Y5K2
Q96C86
Q15046
O15119
O15118
P60201
P15941
P36955
P51659
P05155
Q9Y6Q6
Q96IV0
P24752
O43405
P30533
P31371
P53004
Q92621
P11308
Q9UHG0
P55072
P55075
P37231
Q9Y2Z4
P42768
O75880
O75771
P09936
P05129
P05121
P03989
P01588
P01589
Q9HBA0
P07602
Q05655
P42166
P20839
P11532
P51449
P48449
Q5JWF2
Q8NFD5
P61978
P35680
Q29980
Q9NQX3
O60481
Q14739
P06132
P34130
P24043
Q8WVQ1
O15305
P41180
P41181
Q9ULV1
Q9NQC7
P17812
P22914
P29320
P21589
P21583
P21580
Q8TDP1
P35579
Q71SY5
P23526
Q8N608
Q86UX7
P35968
Q9H444
P61457
O60315
P68133
P52630
Q15858
P16220
O75381
P56524
P08235
P08237
P08236
P98175
O75800
O43525
O43526
Q6W2J9
O75112
P31785
P37173
P46777
P46778
P08575
P08572
Q76LX8
P25445
P50570
Q9UBH0
P11802
P20711
Q9BWP8
P28799
O15344
P16410
Q9NVV9
Q13627
Q9Y3E5
O75636
Q92743
P51681
Q9NP95
P39905
P02771
P39019
Q9P202
P00734
P00738
P10515
P11277
P11274
P17302
P62158
Q13651
P56178
P21673
P16885
P60709
P20929
P17050
P00533
P11172
O43924
Q9Y6D5
P08709
P08708
Q9H221
Q9H222
Q5TBB1
P40337
Q2TBA0
Q495M9
Q9NVV4
P05231
P13569
P19235
P13804
P29323
P35637
Q12955
P51800
P23771
Q9NYJ8
P21953
O43426
O75369
P19438
Q86YC2
O60216
P01871
P11511
P62854
Q5IJ48
Q9BQ65
P62081
Q15120
P51149
Q86U42
P32754
P27352
O43395
P09871
O60479
P06213
P05543
P05546
